unit_id	flores_id	item_id	subject_id	task_type	translation_type	src_len_chr	mt_len_chr	tgt_len_chr	src_len_wrd	mt_len_wrd	tgt_len_wrd	edit_time	k_total	k_letter	k_digit	k_white	k_symbol	k_nav	k_erase	k_copy	k_cut	k_paste	k_do	n_pause_geq_300	len_pause_geq_300	n_pause_geq_1000	len_pause_geq_1000	event_time	num_annotations	last_modification_time	n_insert	n_delete	n_substitute	n_shift	tot_shifted_words	tot_edits	hter	cer	bleu	chrf	lang_id	doc_id	time_s	time_m	time_h	time_per_char	time_per_word	key_per_char	words_per_hour	words_per_minute	per_subject_visit_order	src_text	mt_text	tgt_text	aligned_edit
flores101-warmup-vie-4-ht-1	541	flores101-warmup-41	vie_t3	ht	ht	149		142	28		33	331.097	377	224	0	41	1	0	111	0	0	0	0	57	294209	16	274065	331097	2	1641989928											vie	4	331.097	5.5183	0.092	2.2221	11.8249	2.5302	304.4425	5.074	8	The Tibetan Buddhism is based on the teachings of Buddha, but were extended by the mahayana path of love and by a lot of techniques from Indian Yoga.		Phật giáo Tây Tạng dựa trên các bài pháp của Đức Phật nhưng được mở rộng thêm nhờ đạo từ bi của phái đại thừa và nhiều kỹ thuật từ Yoga Ấn Độ.	
flores101-warmup-vie-4-ht-2	542	flores101-warmup-42	vie_t3	ht	ht	127		101	20		22	45.152	202	128	0	25	3	1	45	0	0	0	0	22	21799	7	12347	45152	2	1641989928											vie	4	45.152	0.7525	0.0125	0.3555	2.2576	1.5906	1594.6137	26.5769	9	In principle the Tibetan Buddhism is very simple. It consists of Kundalini Yoga, meditation and the path of all-embracing love.		Nguyên lý của Phật giáo Tây Tạng rất đơn giản, bao gồm Yoga Kundalini, thiền và đạo từ bi với tất cả.	
flores101-warmup-vie-4-ht-3	543	flores101-warmup-43	vie_t3	ht	ht	147		130	18		25	731.83	1060	612	0	110	14	27	297	0	0	0	0	103	723673	27	685170	826284	3	1641989928											vie	4	826.284	13.7714	0.2295	5.621	45.9047	7.2109	78.4234	1.3071	10	With Kundalini Yoga the Kundalini energy (enlightenment energy) is awakened through yoga postures, breathing exercises, mantras and visualizations.		Yoga Kundalini giúp thức tỉnh năng lượng Kundalini (năng lượng giác ngộ) bằng các tư thế yoga, bài tập thở, thần chú và hình dung.	
flores101-warmup-vie-4-ht-4	544	flores101-warmup-44	vie_t3	ht	ht	203		190	30		41	443.643	506	291	0	53	4	0	158	0	0	0	0	71	381410	16	355010	443643	1	1641989928											vie	4	443.643	7.394	0.1232	2.1854	14.7881	2.4926	243.439	4.0573	11	The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.		Trung tâm của phương pháp thiền Tây Tạng là Thiên thần Du Già. Bằng cách hình dung ra nhiều vị thần, các luồng năng lượng sẽ được gột rửa, luân xa được kích hoạt và tri thức giác ngộ ra đời.	
flores101-warmup-vie-5-pe2-1	914	flores101-warmup-51	vie_t3	pe2	pe	89	115.0	102	15	26.0	23	33.144	218	51	0	6	0	131	30	0	0	0	0	15	20863	6	16497	33144	1	1641990234	0.0	3.0	6.0	0.0	0.0	9.0	34.615	0.2957	49.33	63.07	vie	5	33.144	0.5524	0.0092	0.3724	2.2096	2.4494	1629.2542	27.1542	12	An increasingly more popular option for those planning a gap-year is to travel and learn.	Một lựa chọn ngày càng phổ biến hơn cho những người lên kế hoạch cho một khoảng thời gian là đi du lịch và học tập.	Một lựa chọn ngày càng phổ biến của những người muốn nghỉ ngơi trong một năm là đi du lịch và học tập.	REF:  một lựa chọn ngày càng phổ biến hơn cho những người lên  kế   hoạch cho   một khoảng thời gian là đi du lịch và học tập.\nHYP:  một lựa chọn ngày càng phổ biến *** của những người muốn nghỉ ngơi  trong một ****** **** năm  là đi du lịch và học tập.\nEVAL:                                 D   S               S    S    S     S         D      D    S
flores101-warmup-vie-5-pe2-2	915	flores101-warmup-52	vie_t3	pe2	pe	137	134.0	167	20	30.0	38	95.107	405	196	2	34	4	58	111	0	0	0	0	51	63675	16	45834	95107	1	1641990234	8.0	0.0	17.0	1.0	2.0	26.0	86.667	0.6567	21.15	38.85	vie	5	95.107	1.5851	0.0264	0.6942	4.7554	2.9562	757.0421	12.6174	13	This is especially popular with school leavers, allowing them to take a year out before university, without compromising their education.	Điều này đặc biệt phổ biến với những người bỏ học, cho phép họ nghỉ một năm trước khi học đại học, mà không thoả hiệp giáo dục của họ.	Lựa chọn này được những người người vừa tốt nghiệp cấp ba hết sức ưa thích vì như vậy, họ có thể nghỉ một năm trước khi học đại học mà không cần phải hi sinh việc học.	REF:  *** điều này ****   ***** *** đặc biệt   phổ biến với   những người   *** ** bỏ    học, cho phép họ ** *** nghỉ một năm trước khi học đại học, mà không thoả hiệp giáo dục  của  họ.\nHYP:  lựa chọn này được @ người vừa tốt nghiệp cấp ba   hết [ những người ] sức ưa thích vì   như vậy, họ có thể nghỉ một năm trước khi học đại học  mà không cần  phải hi   sinh việc học.\nEVAL: I   S        I      I     I   S   S      S   S    S                   I   I  S     S    S   S       I  I                                  S             S    S    S    S    S    S
flores101-warmup-vie-5-pe2-3	916	flores101-warmup-53	vie_t3	pe2	pe	145	166.0	153	24	37.0	34	73.392	231	129	0	23	1	1	77	0	0	0	0	31	51523	10	42024	73392	1	1641990234	0.0	3.0	10.0	1.0	1.0	14.0	37.838	0.2892	42.14	62.04	vie	5	73.392	1.2232	0.0204	0.5062	3.058	1.5931	1177.24	19.6207	14	In many cases, enrolling on a gap-year course abroad can actually improve your chances of moving into higher education back in your home country.	Trong nhiều trường hợp, việc đăng ký vào một khoá học giữa năm ở nước ngoài thực sự có thể cải thiện cơ hội bạn chuyển sang giáo dục bậc cao trở lại đất nước của bạn.	Trong nhiều trường hợp, việc đăng ký một khoá học một năm ở nước ngoài thực sự giúp tăng khả năng bạn tiến lên được giáo dục bậc cao ở đất nước của mình.	REF:  trong nhiều trường hợp, việc đăng ký vào một khoá học giữa năm ở nước ngoài thực sự có thể  cải  thiện cơ     hội    bạn   chuyển sang giáo dục bậc cao trở lại đất nước của bạn.\nHYP:  trong nhiều trường hợp, việc đăng ký *** một khoá học một  năm ở nước ngoài thực sự ** giúp tăng khả   năng @ tiến [ bạn ] lên    được giáo dục bậc cao *** ở   đất nước của mình.\nEVAL:                                      D                S                             D  S    S    S     S      S            S      S                     D   S                S
flores101-warmup-vie-5-pe2-4	917	flores101-warmup-54	vie_t3	pe2	pe	78	78.0	80	13	17.0	17	24.164	87	49	0	10	1	0	27	0	0	0	0	10	12880	4	10581	24164	1	1641990234	1.0	1.0	3.0	0.0	0.0	5.0	29.412	0.1667	54.21	74.5	vie	5	24.164	0.4027	0.0067	0.3098	1.8588	1.1154	1936.7654	32.2794	15	Typically there will be a tuition fee to enroll in these educational programs.	Thông thường sẽ có một học phí để đăng ký vào những chương trình giáo dục này.	Thông thường, bạn sẽ cần nộp học phí để đăng ký những chương trình giáo dục này.	REF:  thông ******* thường sẽ có  một học phí để đăng ký vào những chương trình giáo dục này.\nHYP:  thông thường, bạn    sẽ cần nộp học phí để đăng ký *** những chương trình giáo dục này.\nEVAL:       I       S         S   S                      D
flores101-warmup-vie-1-ht-1	163	flores101-warmup-11	vie_t3	ht	ht	189		187	29		44	132.648	515	293	0	54	4	0	164	0	0	0	0	61	74029	12	48680	132648	2	1641990252											vie	1	132.648	2.2108	0.0368	0.7018	4.5741	2.7249	787.0454	13.1174	16	In France, voting has traditionally been a low-tech experience: voters isolate themselves in a booth, put a pre-printed sheet of paper indicating their candidate of choice into an envelope.		Ở Pháp, việc bỏ phiếu vốn sử dụng công nghệ lạc hậu: cử tri tự tách biệt mình trong một căn buồng, nhét một tờ giấy in sẵn có nêu rõ tên ứng cử viên mà họ lựa chọn vào trong một phong bì.	
flores101-warmup-vie-1-ht-2	164	flores101-warmup-12	vie_t3	ht	ht	120		108	20		26	93.372	215	135	0	27	2	1	50	0	0	0	0	32	68907	6	55222	93372	2	1641990252											vie	1	93.372	1.5562	0.0259	0.7781	4.6686	1.7917	771.1091	12.8518	17	After officials verify the voter's identity, the voter drops the envelope into the ballot box and signs the voting roll.		Một viên chức xác minh danh tính của cử tri, cử tri bỏ phong bì vào hòm phiếu và ký vào tờ danh sách cử tri.	
flores101-warmup-vie-1-ht-3	165	flores101-warmup-13	vie_t3	ht	ht	62		60	8		14	58.746	136	84	0	13	1	0	38	0	0	0	0	16	45193	2	39142	58746	1	1641990252											vie	1	58.746	0.9791	0.0163	0.9475	7.3432	2.1935	490.2461	8.1708	18	French electoral law rather strictly codifies the proceedings.		Luật bầu cử của Pháp đã hệ thống hóa chặt chẽ quy trình này.	
flores101-warmup-vie-1-ht-4	166	flores101-warmup-14	vie_t3	ht	ht	228		241	40		56	163.323	655	329	5	60	3	114	144	0	0	0	0	61	112282	23	92675	163323	1	1641990252											vie	1	163.323	2.7221	0.0454	0.7163	4.0831	2.8728	881.6884	14.6948	19	Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.		Kể từ năm 1988, các hòm phiếu phải trong suốt để cử tri và người giám sát thấy được không có phong bì nào trong hòm khi bắt đầu bỏ phiếu và không có phong bì nào được thêm vào ngoài phong bì của cử tri hợp lệ được tính và có quyền đi bầu cử.	
flores101-warmup-vie-1-ht-5	167	flores101-warmup-15	vie_t3	ht	ht	177		175	25		39	91.611	443	259	0	44	6	0	134	0	0	0	0	42	46151	14	31961	91611	3	1641990252											vie	1	91.611	1.5268	0.0254	0.5176	3.6644	2.5028	982.4148	16.3736	20	Candidates can send representatives to witness every part of the process. In the evening, votes are counted by volunteers under heavy supervision, following specific procedures.		Ứng cử viên có thể cử đại diện đến chứng kiến toàn bộ quá trình. Vào buổi tối, các tình nguyên viên sẽ kiểm đếm phiếu bầu theo quy trình cụ thể và với sự giám sát nghiêm ngặt.	
flores101-warmup-ara-1-ht-1	163	flores101-warmup-11	ara_t1	ht	ht	189		179	29		31	208.841	497	175	0	33	4	252	33	0	0	0	0	67	171007	29	149471	208841	2	1641976206											ara	1	208.841	3.4807	0.058	1.105	7.2014	2.6296	499.9018	8.3317	1	In France, voting has traditionally been a low-tech experience: voters isolate themselves in a booth, put a pre-printed sheet of paper indicating their candidate of choice into an envelope.		في فرنساـ كان الاقتراع عادة لا يعتمد على التكنولوجيا: فقد كان الناخبون يدخلون إلى أكشاك مخصصة لهذا الغرض ويختارون مرشحهم بوضع علامة أمامه في ورقة مطبوعة، ثم يضعون الورقة داخل ظرف.	
flores101-warmup-ara-1-ht-2	164	flores101-warmup-12	ara_t1	ht	ht	120		97	20		17	33.758	128	92	0	18	2	1	15	0	0	0	0	20	19005	8	13150	33758	1	1641976206											ara	1	33.758	0.5626	0.0094	0.2813	1.6879	1.0667	2132.8278	35.5471	2	After officials verify the voter's identity, the voter drops the envelope into the ballot box and signs the voting roll.		وبعد أن يتحقق المسؤولون من هوية الناخب، يضع الناخب الظرف في صندوق الاقتراع ويوقع في كشف الناخبين.	
flores101-warmup-ara-1-ht-3	165	flores101-warmup-13	ara_t1	ht	ht	62		45	8		7	26.021	52	41	0	6	1	1	3	0	0	0	0	14	18860	6	14488	26021	1	1641976206											ara	1	26.021	0.4337	0.0072	0.4197	3.2526	0.8387	1106.7984	18.4466	3	French electoral law rather strictly codifies the proceedings.		لكن قانون الانتخاب الفرنسي قنن الإجرءات بشدة.	
flores101-warmup-ara-1-ht-4	166	flores101-warmup-14	ara_t1	ht	ht	228		240	40		42	206.645	615	240	4	52	4	255	60	0	0	0	0	74	139771	33	117693	206645	2	1641976206											ara	1	206.645	3.4441	0.0574	0.9063	5.1661	2.6974	696.8473	11.6141	4	Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.		فمنذ عام 1988، أصبح لزامًا أن تكون الصناديق شفافة حتى يتأكد الناخبون والمشرفون من أنه لا توجد أظرف داخل الصندوق عند بدء عملية الاقتراع، وأنه لا توضع في الصندوق إلا الأظرف التي قام باستيفائها الناخبون الذين تم حصرهم بدقة ومصرح لهم بالانتخاب.	
flores101-warmup-ara-1-ht-5	167	flores101-warmup-15	ara_t1	ht	ht	177		162	25		27	56.755	163	133	0	26	3	1	0	0	0	0	0	25	36227	12	28418	56755	1	1641976206											ara	1	56.755	0.9459	0.0158	0.3206	2.2702	0.9209	1585.7634	26.4294	5	Candidates can send representatives to witness every part of the process. In the evening, votes are counted by volunteers under heavy supervision, following specific procedures.		يمكن للمرشحين إرسال مندوبيهم لمراقبة سير العملية الانتخابية من أولها إلى آخرها. وفي المساء، يتم حصر الأصوات من قبل متطوعين في ظل رقابة صارمة واتباع إجراءات محددة.	
flores101-warmup-ara-2-pe2-1	319	flores101-warmup-21	ara_t1	pe2	pe	102	80.0	140	13	12.0	21	180.801	426	133	0	23	3	254	13	0	0	0	0	41	157547	20	146969	180801	1	1641976998	9.0	0.0	8.0	0.0	0.0	17.0	141.667	1.0	10.91	27.51	ara	2	180.801	3.0134	0.0502	1.7726	13.9078	4.1765	258.8481	4.3141	6	Xinhua reported that government investigators recovered two 'black box' flight recorders on Wednesday.	"أبلغت ""شينها"" أن المحققين الحكوميين أستخرجوا سجلات طائرات ""صندوق أسود"" في среду."	"وذكرت وكالة الأنباء الصينية ""شنخوا""  أن المحققين الحكوميين عثروا يوم الأربعاء على الصندوقين الأسودين الذين يحويان تسجيلات ما حدث في الطائرة."	"REF:  ***** ***** ******* أبلغت   ""شينها"" أن المحققين الحكوميين ***** *** ******** *** ********* ******** أستخرجوا سجلات  طائرات  ""صندوق أسود"" في среду.\nHYP:  وذكرت وكالة الأنباء الصينية ""شنخوا"" أن المحققين الحكوميين عثروا يوم الأربعاء على الصندوقين الأسودين الذين    يحويان تسجيلات ما     حدث   في الطائرة.\nEVAL: I     I     I       S       S                             I     I   I        I   I         I        S        S      S       S      S        S"
flores101-warmup-ara-2-pe2-2	320	flores101-warmup-22	ara_t1	pe2	pe	43	49.0	45	7	7.0	7	27.386	70	23	0	3	0	37	7	0	0	0	0	11	17801	5	14780	27386	1	1641976998	0.0	0.0	4.0	1.0	1.0	5.0	71.429	0.5306	29.07	50.48	ara	2	27.386	0.4564	0.0076	0.6369	3.9123	1.6279	920.1782	15.3363	7	Fellow wrestlers also paid tribute to Luna.	"وقام زملائي المصارعين بإحتفاء الاحترام لـ ""لونا""."	"وأبدى زملائي من المصارعين احتفاءهم بـ ""لونا""."	"REF:  وقام  زملائي   المصارعين   بإحتفاء   الاحترام لـ ""لونا"".\nHYP:  وأبدى زملائي [ المصارعين ] من      @ احتفاءهم بـ ""لونا"".\nEVAL: S                          S         S        S"
flores101-warmup-ara-2-pe2-3	321	flores101-warmup-23	ara_t1	pe2	pe	162	128.0	158	29	22.0	30	216.33	286	111	0	25	7	121	22	0	0	0	0	39	176717	15	163553	216330	2	1641976998	8.0	0.0	13.0	0.0	0.0	21.0	95.455	0.6094	26.51	41.38	ara	2	216.33	3.6055	0.0601	1.3354	7.4597	1.7654	482.596	8.0433	8	"Tommy Dreamer said ""Luna was the first Queen of Extreme. My first manager. Luna passed away on the night of two moons. Pretty unique just like her. Strong woman."""	"قال ""تومي دريمر"" ""لونا كانت الملكة الأولى لأقصى درجة. مديري الأول. ماتت ""لونا"" في ليلة قمرين. فريدة من نوعها تماما. امرأة قوية."""	"قال ""تومي دريمر"" ""لونا كانت أول Queen of Extreme. كانت أول مديرة لي. رحلت لونا في ليلة أكمل فيها القمر دورتين. إنه أمر فريد مثلها تمامًا. كم كانت امرأة قوية."""	"REF:  قال ""تومي دريمر"" ""لونا كانت *** ***** الملكة الأولى   لأقصى درجة. مديري الأول. ماتت ""لونا"" في ليلة **** **** ***** ******* *** *** قمرين. فريدة من      نوعها تماما. امرأة قوية.""\nHYP:  قال ""تومي دريمر"" ""لونا كانت أول queen of     extreme. كانت  أول   مديرة لي.    رحلت لونا   في ليلة أكمل فيها القمر دورتين. إنه أمر فريد   مثلها تمامًا. كم    كانت   امرأة قوية.""\nEVAL:                             I   I     S      S        S     S     S     S      S    S              I    I    I     I       I   I   S      S     S       S     S"
flores101-warmup-ara-2-pe2-4	322	flores101-warmup-24	ara_t1	pe2	pe	150	127.0	141	23	26.0	26	40.04	145	39	0	5	1	96	4	0	0	0	0	9	30253	7	29096	40040	2	1641976998	3.0	3.0	4.0	0.0	0.0	10.0	38.462	0.3543	60.1	67.9	ara	2	40.04	0.6673	0.0111	0.2669	1.7409	0.9667	2067.9321	34.4655	9	"Dustin ""Goldust"" Runnels commented that ""Luna was as freaky as me...maybe even more...love her and will miss her...hopefully she's in a better place."""	"دستين "" جولدوست "" رونالز علق على أن "" لونا كانت غريبة مثلي... ربما أكثر من ذلك... أحبها وسوف تنسىها... آمل أنها في مكان أفضل. """	"دستين "" جولدوست "" رونالز علق بقوله ""لونا كانت غريبة الأطوار مثلي... أو ربما أكثر مني... أحبها وسوف أفتقدها كثيرًا... آمل أنها في مكان أفضل. """	"REF:  دستين "" جولدوست "" رونالز علق على أن ""     لونا  كانت غريبة ******* مثلي... ** ربما أكثر من ذلك... أحبها وسوف ******* تنسىها... آمل أنها في مكان أفضل. ""\nHYP:  دستين "" جولدوست "" رونالز علق *** ** بقوله ""لونا كانت غريبة الأطوار مثلي... أو ربما أكثر ** مني... أحبها وسوف أفتقدها كثيرًا... آمل أنها في مكان أفضل. ""\nEVAL:                              D   D  S     S                I               I            D  S                 I       S"
flores101-warmup-ara-3-pe1-1	600	flores101-warmup-31	ara_t1	pe1	pe	100	81.0	99	17	13.0	16	34.005	145	23	0	3	2	117	0	0	0	0	0	8	27759	4	24431	34005	1	1641977216	3.0	0.0	1.0	0.0	0.0	4.0	30.769	0.3086	46.16	70.8	ara	3	34.005	0.5668	0.0094	0.34	2.0003	1.45	1799.7353	29.9956	10	The Hershey and Chase experiment was one of the leading suggestions that DNA was a genetic material.	كانت تجربة هيرشي وتشيس واحدة من الاقتراحات الرئيسية بأن الحمض النووي مادة وراثية.	كانت تجربة هيرشي وتشيس (Hershey and Chase) واحدة من الفرضيات الرئيسية بأن الحمض النووي مادة وراثية.	REF:  كانت تجربة هيرشي وتشيس ******** *** ****** واحدة من الاقتراحات الرئيسية بأن الحمض النووي مادة وراثية.\nHYP:  كانت تجربة هيرشي وتشيس (hershey and chase) واحدة من الفرضيات   الرئيسية بأن الحمض النووي مادة وراثية.\nEVAL:                        I        I   I               S
flores101-warmup-ara-3-pe1-2	601	flores101-warmup-32	ara_t1	pe1	pe	85	85.0	83	15	15.0	13	11.698	85	0	0	0	0	83	2	0	0	0	0	2	7518	2	7518	11698	1	1641977216	0.0	2.0	2.0	0.0	0.0	4.0	26.667	0.0235	54.24	100.0	ara	3	11.698	0.195	0.0032	0.1376	0.7799	1.0	4616.1737	76.9362	11	Hershey and Chase used phages, or viruses, to implant their own DNA into a bacterium.	استخدم هيرشي وتشيس العاثيات ، أو الفيروسات ، لزرع الحمض النووي الخاص بهما في بكتيريا.	استخدم هيرشي وتشيس العاثيات، أو الفيروسات، لزرع الحمض النووي الخاص بهما في بكتيريا.	REF:  استخدم هيرشي وتشيس العاثيات ،         أو الفيروسات ،          لزرع الحمض النووي الخاص بهما في بكتيريا.\nHYP:  استخدم هيرشي وتشيس ******** العاثيات، أو ********* الفيروسات، لزرع الحمض النووي الخاص بهما في بكتيريا.\nEVAL:                    D        S            D         S
flores101-warmup-ara-3-pe1-3	602	flores101-warmup-33	ara_t1	pe1	pe	143	111.0	111	24	17.0	17	20.586	99	0	0	0	0	99	0	0	0	0	0	0	0	0	0	20586	1	1641977216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	100.0	ara	3	20.586	0.3431	0.0057	0.144	0.8577	0.6923	4197.0271	69.9505	12	They did two experiments marking either the DNA in the phage with a radioactive phosphorus or the protein of the phage with radioactive sulfur.	لقد أجروا تجربتين لتمييز إما الحمض النووي في العاثية باستخدام الفوسفور المشع أو بروتين الملتهمة بالكبريت المشع.	لقد أجروا تجربتين لتمييز إما الحمض النووي في العاثية باستخدام الفوسفور المشع أو بروتين الملتهمة بالكبريت المشع.	REF:  لقد أجروا تجربتين لتمييز إما الحمض النووي في العاثية باستخدام الفوسفور المشع أو بروتين الملتهمة بالكبريت المشع.\nHYP:  لقد أجروا تجربتين لتمييز إما الحمض النووي في العاثية باستخدام الفوسفور المشع أو بروتين الملتهمة بالكبريت المشع.\nEVAL:
flores101-warmup-ara-4-ht-1	541	flores101-warmup-41	ara_t1	ht	ht	149		130	28		21	112.41	200	126	0	25	2	23	23	1	0	0	0	28	90074	13	79635	112410	1	1641977758											ara	4	112.41	1.8735	0.0312	0.7544	4.0146	1.3423	896.7174	14.9453	13	The Tibetan Buddhism is based on the teachings of Buddha, but were extended by the mahayana path of love and by a lot of techniques from Indian Yoga.		تعتمد البوذية التبتية على تعاليم بوذا، ولكنها توسعت من خلال مسار حب المهايانا وغيره الكثير من التقنيات المستقاة من اليوغا الهندية.	
flores101-warmup-ara-4-ht-2	542	flores101-warmup-42	ara_t1	ht	ht	127		107	20		17	66.279	122	87	0	17	4	13	1	0	0	0	0	28	52837	11	44608	66279	1	1641977758											ara	4	66.279	1.1046	0.0184	0.5219	3.314	0.9606	1086.3169	18.1053	14	In principle the Tibetan Buddhism is very simple. It consists of Kundalini Yoga, meditation and the path of all-embracing love.		من حيث المبدأ، فإن البوذية التبتية بسيطة للغاية. فهي تتألف من  الكونداليني يوغا، والتأمل ومسار الحب الشامل.	
flores101-warmup-ara-4-ht-3	543	flores101-warmup-43	ara_t1	ht	ht	147		136	18		18	128.787	193	139	0	18	7	1	28	0	0	0	0	53	107796	19	91347	128787	1	1641977758											ara	4	128.787	2.1465	0.0358	0.8761	7.1548	1.3129	503.1564	8.3859	15	With Kundalini Yoga the Kundalini energy (enlightenment energy) is awakened through yoga postures, breathing exercises, mantras and visualizations.		فمع الكونداليني يوغا، تنشط طاقة كونداليني (الطاقة التنويرية) وذلك من خلال الأوضاع المختلفة لليوغا، وتمارين التنفس، والتعويذات والتصورات.	
flores101-warmup-ara-4-ht-4	544	flores101-warmup-44	ara_t1	ht	ht	203		117	30		19	114.561	138	106	0	18	3	1	10	0	0	0	0	34	98523	16	89166	114561	1	1641977758											ara	4	114.561	1.9094	0.0318	0.5643	3.8187	0.6798	942.7292	15.7122	16	The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.		ومركز التأمل التبتي هو الإله يوغا. فمن خلال تصور آلهة مختلفة، تتنظف قنوات الطاقة وتنشط الشاكرات وينشأ الوعي التنويري.	
flores101-warmup-ara-5-pe2-1	914	flores101-warmup-51	ara_t1	pe2	pe	89	77.0	82	15	12.0	13	106.801	251	32	0	5	0	205	9	0	0	0	0	6	28533	5	27840	106801	2	1641978130	2.0	1.0	3.0	1.0	1.0	7.0	58.333	0.4584	29.63	67.48	ara	5	106.801	1.78	0.0297	1.2	7.1201	2.8202	505.6132	8.4269	17	An increasingly more popular option for those planning a gap-year is to travel and learn.	الخيار الأكثر شعبية بالنسبة لأولئك الذين يخططون لسنة الفجوة هو السفر والتعلم.	السفر والتعلم هما الخيار الأكثر شعبية لأولئك الذين يخططون لسنة مستقطعة من التعليم.	REF:    ******* *** الخيار الأكثر شعبية بالنسبة لأولئك الذين يخططون لسنة الفجوة  هو   السفر   والتعلم.\nHYP:  @ والتعلم هما الخيار الأكثر شعبية ******* لأولئك الذين يخططون لسنة مستقطعة من [ السفر ] التعليم.\nEVAL:   I       I                       D                                S       S            S
flores101-warmup-ara-5-pe2-2	915	flores101-warmup-52	ara_t1	pe2	pe	137	114.0	140	20	20.0	24	109.436	480	117	0	24	2	322	15	0	0	0	0	25	81275	8	71461	109436	2	1641978130	5.0	1.0	14.0	1.0	1.0	21.0	105.0	0.8246	3.95	32.1	ara	5	109.436	1.8239	0.0304	0.7988	5.4718	3.5036	657.9188	10.9653	18	This is especially popular with school leavers, allowing them to take a year out before university, without compromising their education.	هذا شيئًا مثيرًا جدًا لدى أولئك الذين يتركون المدرسة، مما يسمح لهم بأخذ سنة خارجية قبل الجامعة، دون تخريب تعليمهم.	إنه أمر شائع بين أولئك الذين يتخرجون من المدرسة، حيث يمكنهم الاستفادة بعام كامل قبل الالتحاق بالجامعة دون أن يؤثر ذلك على مستقبلهم التعليمي.	REF:  هذا شيئًا مثيرًا جدًا لدى أولئك الذين ******* يتركون المدرسة، مما يسمح   لهم       بأخذ سنة    خارجية     قبل   الجامعة، دون ** **** *** *** تخريب    تعليمهم.\nHYP:  *** إنه   أمر    شائع بين أولئك الذين يتخرجون من     المدرسة، حيث يمكنهم الاستفادة بعام كامل @ الالتحاق [ قبل ] بالجامعة دون أن يؤثر ذلك على مستقبلهم التعليمي.\nEVAL: D   S     S      S    S               I       S               S   S      S         S    S      S                S            I  I    I   I   S        S
flores101-warmup-ara-5-pe2-3	916	flores101-warmup-53	ara_t1	pe2	pe	145	126.0	147	24	23.0	25	76.698	282	66	0	11	0	187	18	0	0	0	0	20	64500	11	58494	76698	1	1641978130	3.0	1.0	8.0	1.0	1.0	13.0	56.522	0.4365	29.21	56.2	ara	5	76.698	1.2783	0.0213	0.529	3.1958	1.9448	1126.4961	18.7749	19	In many cases, enrolling on a gap-year course abroad can actually improve your chances of moving into higher education back in your home country.	في كثير من الحالات، الالتحاق بفصل السنة الدراسية في الخارج في الواقع يمكن أن يحسن فرصك للدخول إلى التعليم العالي في بلدك الأم.	في كثير من الحالات، فإن الالتحاق بدورة تعليمية بالخارج أثناء السنة المستقطعة يمكن في واقع الأمر أن يحسن فرصك للالتحاق بالتعليم العالي في بلدك الأم.	REF:  في كثير من الحالات، *** الالتحاق ***** ******* بفصل      السنة   الدراسية   في        الخارج في الواقع يمكن  أن يحسن فرصك للدخول إلى      التعليم  العالي في بلدك الأم.\nHYP:  في كثير من الحالات، فإن الالتحاق بدورة تعليمية بالخارج [ السنة ] أثناء    @ المستقطعة يمكن   في واقع   الأمر أن يحسن فرصك ****** للالتحاق بالتعليم العالي في بلدك الأم.\nEVAL:                     I            I     I       S                 S          S         S         S      S                  D      S        S
flores101-warmup-ara-5-pe2-4	917	flores101-warmup-54	ara_t1	pe2	pe	78	60.0	63	13	10.0	10	15.414	55	9	0	2	0	44	0	0	0	0	0	2	8484	2	8484	15414	1	1641978130	0.0	0.0	2.0	0.0	0.0	2.0	20.0	0.15	58.77	78.76	ara	5	15.414	0.2569	0.0043	0.1976	1.1857	0.7051	3036.2009	50.6033	20	Typically there will be a tuition fee to enroll in these educational programs.	عادة سيكون هناك رسوم دراسية للدخول في هذه البرامج التعليمية.	عادة سيكون هناك رسوم دراسية للانضمام إلى هذه البرامج التعليمية.	REF:  عادة سيكون هناك رسوم دراسية للدخول   في  هذه البرامج التعليمية.\nHYP:  عادة سيكون هناك رسوم دراسية للانضمام إلى هذه البرامج التعليمية.\nEVAL:                             S        S
flores101-warmup-ara-1-ht-1	163	flores101-warmup-11	ara_t2	ht	ht	189		158	29		27	85.256	161	127	0	26	6	1	1	0	0	0	0	48	55322	14	40438	85256	1	1641908958											ara	1	85.256	1.4209	0.0237	0.4511	2.9399	0.8519	1224.5472	20.4091	1	In France, voting has traditionally been a low-tech experience: voters isolate themselves in a booth, put a pre-printed sheet of paper indicating their candidate of choice into an envelope.		في فرنسا، اعتاد أن يكون التصويت تجربة بسيطة من الناحية التقنية: حيث يعزل الناخبون أنفسهم في حجيرة، ويضعون ورقة مطبوعة مُسبقًا توضح مرشحهم الذي اختاروه في ظرف.	
